ID	Description	GeneRatio	BgRatio	RichFactor	FoldEnrichment	zScore	pvalue	p.adjust	qvalue	geneID	Count
GO:0051960	GO:0051960	regulation of nervous system development	54/1145	374/13131	0.144385026737968	1.65582514069542	3.97692640414165	0.000149122832583439	0.031179098912654	0.0281109620370009	7161/2048/23028/79727/26508/57463/10500/80128/9283/7832/5129/349667/4135/9746/5916/8408/4776/3706/30812/146760/57555/1949/9001/5802/7040/3398/10505/23363/655/26039/65078/7533/23654/1890/85358/2803/5364/6405/6091/2624/6474/2049/11076/23105/4602/9444/6608/6604/5324/575/4851/23096/5365/55558	54
GO:0060412	GO:0060412	ventricular septum morphogenesis	12/1145	42/13131	0.285714285714286	3.27660636306925	4.56727673236462	0.000170869589836477	0.0340868557267494	0.0307325849916236	26508/7042/7481/161882/2535/3398/6091/53834/3516/10370/7046/4851	12
GO:0060541	GO:0060541	respiratory system development	33/1145	196/13131	0.168367346938776	1.93085732109438	4.05812955451349	0.000176615832781085	0.0340868557267494	0.0307325849916236	7161/4054/7481/5916/64220/1512/21/5595/55512/2302/4087/10365/5864/1050/7040/91461/9394/6670/3911/7477/9620/53834/4487/3516/10427/25803/5754/3202/4781/54542/445/4851/1896	33
GO:0010977	GO:0010977	negative regulation of neuron projection development	22/1145	111/13131	0.198198198198198	2.27296117077776	4.16264259126687	0.00020191066172484	0.0361206606866624	0.0325662561371221	2048/10500/1942/80128/349667/59341/8408/5780/23251/146760/1949/5802/162979/10505/50861/65078/83999/27124/6405/152559/23105/55558	22
GO:0043410	GO:0043410	positive regulation of MAPK cascade	49/1145	334/13131	0.146706586826347	1.68244907564783	3.90469726282276	0.00020263851789864	0.0361206606866624	0.0325662561371221	7161/1942/9283/7042/5979/3481/6764/9479/8567/55004/408/80310/7786/59341/283455/2621/440193/10125/1464/10595/9344/5595/29108/55715/3965/2064/3643/7040/57007/9770/128853/6714/79444/7477/23542/6091/2261/152/768211/8649/7098/2149/9867/2264/1687/222166/3486/153090/4851	49
GO:0045591	GO:0045591	positive regulation of regulatory T cell differentiation	7/1145	16/13131	0.4375	5.01730349344978	4.96945149526072	0.000212776966347965	0.0361206606866624	0.0325662561371221	64115/10524/3965/7040/259307/6666/2309	7
GO:0140962	GO:0140962	multicellular organismal-level chemical homeostasis	15/1145	62/13131	0.241935483870968	2.77454571066347	4.32872330528027	0.000215946556516515	0.0361206606866624	0.0325662561371221	4891/59341/4938/1512/21/4669/2235/66002/7040/525/79901/3162/8692/79888/360	15
GO:0003170	GO:0003170	heart valve development	16/1145	69/13131	0.231884057971014	2.6592747294475	4.27106296895165	0.000228346671120321	0.03625358152495	0.0326860970808741	26508/1942/7042/64220/161882/4669/8313/4087/4772/7040/6091/6474/53834/3516/642658/4851	16
GO:0003177	GO:0003177	pulmonary valve development	8/1145	21/13131	0.380952380952381	4.36880848409233	4.77510134556883	0.000236224312477614	0.03625358152495	0.0326860970808741	26508/7042/64220/4087/4772/6091/3516/4851	8
GO:0003179	GO:0003179	heart valve morphogenesis	14/1145	56/13131	0.25	2.86703056768559	4.32735538175475	0.000240586678829454	0.03625358152495	0.0326860970808741	26508/1942/7042/64220/161882/4669/8313/4087/4772/7040/6091/53834/642658/4851	14
