NAME	ORIGINAL SIZE	AFTER RESTRICTING TO DATASET	STATUS	
GOBP_REGULATION_OF_CARDIAC_MUSCLE_CELL_ACTION_POTENTIAL_INVOLVED_IN_REGULATION_OF_CONTRACTION	8		Rejected!	
GOBP_REGULATION_OF_CARDIAC_MUSCLE_CELL_DIFFERENTIATION	22		Rejected!	
GOBP_REGULATION_OF_CARDIAC_MUSCLE_CELL_MEMBRANE_POTENTIAL	7		Rejected!	
GOBP_REGULATION_OF_CARDIAC_MUSCLE_CELL_MEMBRANE_REPOLARIZATION	30		Rejected!	
GOBP_REGULATION_OF_CARDIAC_MUSCLE_CELL_PROLIFERATION	47		Rejected!	
GOBP_REGULATION_OF_CARDIAC_MUSCLE_CONTRACTION	89		Rejected!	
GOBP_REGULATION_OF_CARDIAC_MUSCLE_CONTRACTION_BY_CALCIUM_ION_SIGNALING	35		Rejected!	
GOBP_REGULATION_OF_CARDIAC_MUSCLE_CONTRACTION_BY_REGULATION_OF_THE_RELEASE_OF_SEQUESTERED_CALCIUM_ION	26		Rejected!	
GOBP_REGULATION_OF_CARDIAC_MUSCLE_TISSUE_DEVELOPMENT	5		Rejected!	
GOBP_REGULATION_OF_CARDIOBLAST_DIFFERENTIATION	5		Rejected!	
GOBP_REGULATION_OF_CARDIOCYTE_DIFFERENTIATION	33		Rejected!	
GOBP_REGULATION_OF_CARTILAGE_DEVELOPMENT	74	20		
GOBP_REGULATION_OF_CATABOLIC_PROCESS	1201	132		
GOBP_REGULATION_OF_CATALYTIC_ACTIVITY	534	80		
GOBP_REGULATION_OF_CATECHOLAMINE_METABOLIC_PROCESS	20		Rejected!	
GOBP_REGULATION_OF_CATECHOLAMINE_UPTAKE_INVOLVED_IN_SYNAPTIC_TRANSMISSION	8		Rejected!	
GOBP_REGULATION_OF_CAVEOLIN_MEDIATED_ENDOCYTOSIS	7		Rejected!	
GOBP_REGULATION_OF_CD40_SIGNALING_PATHWAY	6		Rejected!	
GOBP_REGULATION_OF_CD4_POSITIVE_ALPHA_BETA_T_CELL_ACTIVATION	78		Rejected!	
GOBP_REGULATION_OF_CD4_POSITIVE_ALPHA_BETA_T_CELL_DIFFERENTIATION	63		Rejected!	
GOBP_REGULATION_OF_CD4_POSITIVE_CD25_POSITIVE_ALPHA_BETA_REGULATORY_T_CELL_DIFFERENTIATION	8		Rejected!	
GOBP_REGULATION_OF_CD8_POSITIVE_ALPHA_BETA_T_CELL_ACTIVATION	20		Rejected!	
GOBP_REGULATION_OF_CD8_POSITIVE_ALPHA_BETA_T_CELL_DIFFERENTIATION	8		Rejected!	
GOBP_REGULATION_OF_CDC42_PROTEIN_SIGNAL_TRANSDUCTION	12		Rejected!	
GOBP_REGULATION_OF_CELLULAR_COMPONENT_BIOGENESIS	1105	164		
GOBP_REGULATION_OF_CELLULAR_COMPONENT_SIZE	356	50		
GOBP_REGULATION_OF_CELLULAR_EXTRAVASATION	40		Rejected!	
GOBP_REGULATION_OF_CELLULAR_LOCALIZATION	554	68		
GOBP_REGULATION_OF_CELLULAR_PH_REDUCTION	6		Rejected!	
GOBP_REGULATION_OF_CELLULAR_RESPIRATION	48		Rejected!	
GOBP_REGULATION_OF_CELLULAR_RESPONSE_TO_GROWTH_FACTOR_STIMULUS	389	54		
GOBP_REGULATION_OF_CELLULAR_RESPONSE_TO_HEAT	16		Rejected!	
GOBP_REGULATION_OF_CELLULAR_RESPONSE_TO_HYPOXIA	25		Rejected!	
GOBP_REGULATION_OF_CELLULAR_RESPONSE_TO_INSULIN_STIMULUS	80		Rejected!	
GOBP_REGULATION_OF_CELLULAR_RESPONSE_TO_OXIDATIVE_STRESS	24		Rejected!	
GOBP_REGULATION_OF_CELLULAR_RESPONSE_TO_STRESS	560	85		
GOBP_REGULATION_OF_CELLULAR_RESPONSE_TO_TRANSFORMING_GROWTH_FACTOR_BETA_STIMULUS	185	15		
GOBP_REGULATION_OF_CELLULAR_RESPONSE_TO_VASCULAR_ENDOTHELIAL_GROWTH_FACTOR_STIMULUS	39		Rejected!	
GOBP_REGULATION_OF_CELLULAR_SENESCENCE	55		Rejected!	
GOBP_REGULATION_OF_CELL_ACTIVATION	675	80		
GOBP_REGULATION_OF_CELL_ADHESION	833	121		
GOBP_REGULATION_OF_CELL_ADHESION_MEDIATED_BY_INTEGRIN	49		Rejected!	
GOBP_REGULATION_OF_CELL_CELL_ADHESION	533	70		
GOBP_REGULATION_OF_CELL_CELL_ADHESION_MEDIATED_BY_CADHERIN	22		Rejected!	
GOBP_REGULATION_OF_CELL_CELL_ADHESION_MEDIATED_BY_INTEGRIN	12		Rejected!	
GOBP_REGULATION_OF_CELL_CHEMOTAXIS_TO_FIBROBLAST_GROWTH_FACTOR	10		Rejected!	
GOBP_REGULATION_OF_CELL_COMMUNICATION_BY_ELECTRICAL_COUPLING	18		Rejected!	
GOBP_REGULATION_OF_CELL_COMMUNICATION_BY_ELECTRICAL_COUPLING_INVOLVED_IN_CARDIAC_CONDUCTION	12		Rejected!	
GOBP_REGULATION_OF_CELL_CYCLE	1148	163		
GOBP_REGULATION_OF_CELL_CYCLE_CHECKPOINT	59		Rejected!	
GOBP_REGULATION_OF_CELL_CYCLE_G1_S_PHASE_TRANSITION	220	17		
GOBP_REGULATION_OF_CELL_CYCLE_G2_M_PHASE_TRANSITION	120	25		
GOBP_REGULATION_OF_CELL_CYCLE_PHASE_TRANSITION	495	71		
GOBP_REGULATION_OF_CELL_CYCLE_PROCESS	805	116		
GOBP_REGULATION_OF_CELL_DEVELOPMENT	855	122		
GOBP_REGULATION_OF_CELL_DIFFERENTIATION	1672	238		
GOBP_REGULATION_OF_CELL_DIVISION	193	24		
GOBP_REGULATION_OF_CELL_FATE_COMMITMENT	49		Rejected!	
GOBP_REGULATION_OF_CELL_FATE_SPECIFICATION	23		Rejected!	
GOBP_REGULATION_OF_CELL_GROWTH	417	58		
GOBP_REGULATION_OF_CELL_GROWTH_INVOLVED_IN_CARDIAC_MUSCLE_CELL_DEVELOPMENT	21		Rejected!	
GOBP_REGULATION_OF_CELL_JUNCTION_ASSEMBLY	284	44		
GOBP_REGULATION_OF_CELL_KILLING	115		Rejected!	
GOBP_REGULATION_OF_CELL_MATRIX_ADHESION	129	18		
GOBP_REGULATION_OF_CELL_MATURATION	24		Rejected!	
GOBP_REGULATION_OF_CELL_MIGRATION_INVOLVED_IN_SPROUTING_ANGIOGENESIS	82		Rejected!	
GOBP_REGULATION_OF_CELL_MORPHOGENESIS	246	34		
GOBP_REGULATION_OF_CELL_POPULATION_PROLIFERATION	1783	251		
GOBP_REGULATION_OF_CELL_PROJECTION_ASSEMBLY	242	34		
GOBP_REGULATION_OF_CELL_PROJECTION_ORGANIZATION	693	110		
GOBP_REGULATION_OF_CELL_PROJECTION_SIZE	13		Rejected!	
GOBP_REGULATION_OF_CELL_PROLIFERATION_INVOLVED_IN_KIDNEY_DEVELOPMENT	16		Rejected!	
GOBP_REGULATION_OF_CELL_PROLIFERATION_IN_BONE_MARROW	8		Rejected!	
GOBP_REGULATION_OF_CELL_SHAPE	142	20		
GOBP_REGULATION_OF_CELL_SIZE	177	26		
GOBP_REGULATION_OF_CELL_SUBSTRATE_ADHESION	224	31		
GOBP_REGULATION_OF_CELL_SUBSTRATE_JUNCTION_ORGANIZATION	74		Rejected!	
GOBP_REGULATION_OF_CENTRIOLE_ELONGATION	9		Rejected!	
GOBP_REGULATION_OF_CENTRIOLE_REPLICATION	25		Rejected!	
GOBP_REGULATION_OF_CENTROMERIC_SISTER_CHROMATID_COHESION	5		Rejected!	
GOBP_REGULATION_OF_CENTROSOME_CYCLE	63		Rejected!	
GOBP_REGULATION_OF_CEREBELLAR_GRANULE_CELL_PRECURSOR_PROLIFERATION	8		Rejected!	
GOBP_REGULATION_OF_CHAPERONE_MEDIATED_AUTOPHAGY	8		Rejected!	
GOBP_REGULATION_OF_CHEMOKINE_MEDIATED_SIGNALING_PATHWAY	12		Rejected!	
GOBP_REGULATION_OF_CHEMOTAXIS	215	30		
GOBP_REGULATION_OF_CHOLESTEROL_BIOSYNTHETIC_PROCESS	35		Rejected!	
GOBP_REGULATION_OF_CHOLESTEROL_EFFLUX	57		Rejected!	
GOBP_REGULATION_OF_CHOLESTEROL_IMPORT	5		Rejected!	
GOBP_REGULATION_OF_CHOLESTEROL_METABOLIC_PROCESS	57		Rejected!	
GOBP_REGULATION_OF_CHOLESTEROL_STORAGE	19		Rejected!	
GOBP_REGULATION_OF_CHONDROCYTE_DEVELOPMENT	5		Rejected!	
GOBP_REGULATION_OF_CHONDROCYTE_DIFFERENTIATION	53		Rejected!	
GOBP_REGULATION_OF_CHROMATIN_ORGANIZATION	33		Rejected!	
GOBP_REGULATION_OF_CHROMOSOME_CONDENSATION	15		Rejected!	
GOBP_REGULATION_OF_CHROMOSOME_ORGANIZATION	253	35		
GOBP_REGULATION_OF_CHROMOSOME_SEGREGATION	144	23		
GOBP_REGULATION_OF_CHRONIC_INFLAMMATORY_RESPONSE	9		Rejected!	
GOBP_REGULATION_OF_CILIUM_ASSEMBLY	108		Rejected!	
GOBP_REGULATION_OF_CILIUM_BEAT_FREQUENCY	17		Rejected!	
GOBP_REGULATION_OF_CILIUM_BEAT_FREQUENCY_INVOLVED_IN_CILIARY_MOTILITY	9		Rejected!	
GOBP_REGULATION_OF_CILIUM_DEPENDENT_CELL_MOTILITY	32		Rejected!	
GOBP_REGULATION_OF_CILIUM_MOVEMENT	43		Rejected!	
GOBP_REGULATION_OF_CIRCADIAN_RHYTHM	119	16		
GOBP_REGULATION_OF_CIRCADIAN_SLEEP_WAKE_CYCLE_REM_SLEEP	5		Rejected!	
GOBP_REGULATION_OF_CIRCADIAN_SLEEP_WAKE_CYCLE_WAKEFULNESS	5		Rejected!	
GOBP_REGULATION_OF_CIRCULATING_FIBRINOGEN_LEVELS	5		Rejected!	
GOBP_REGULATION_OF_CLATHRIN_DEPENDENT_ENDOCYTOSIS	18		Rejected!	
GOBP_REGULATION_OF_COAGULATION	76		Rejected!	
GOBP_REGULATION_OF_COLLAGEN_FIBRIL_ORGANIZATION	9		Rejected!	
GOBP_REGULATION_OF_COLLAGEN_METABOLIC_PROCESS	46		Rejected!	
GOBP_REGULATION_OF_COLLATERAL_SPROUTING	21		Rejected!	
GOBP_REGULATION_OF_COMPLEMENT_ACTIVATION	27		Rejected!	
GOBP_REGULATION_OF_COMPLEMENT_ACTIVATION_ALTERNATIVE_PATHWAY	9		Rejected!	
GOBP_REGULATION_OF_COMPLEMENT_ACTIVATION_CLASSICAL_PATHWAY	8		Rejected!	
GOBP_REGULATION_OF_COMPLEMENT_DEPENDENT_CYTOTOXICITY	12		Rejected!	
GOBP_REGULATION_OF_CONNECTIVE_TISSUE_REPLACEMENT	16		Rejected!	
GOBP_REGULATION_OF_COPII_VESICLE_COATING	5		Rejected!	
GOBP_REGULATION_OF_CORTICOSTERONE_SECRETION	6		Rejected!	
GOBP_REGULATION_OF_CORTICOTROPIN_SECRETION	6		Rejected!	
GOBP_REGULATION_OF_CORTISOL_BIOSYNTHETIC_PROCESS	7		Rejected!	
GOBP_REGULATION_OF_CYCLIN_DEPENDENT_PROTEIN_SERINE_THREONINE_KINASE_ACTIVITY	33		Rejected!	
GOBP_REGULATION_OF_CYTOKINESIS	99		Rejected!	
GOBP_REGULATION_OF_CYTOKINETIC_PROCESS	7		Rejected!	
GOBP_REGULATION_OF_CYTOPLASMIC_MRNA_PROCESSING_BODY_ASSEMBLY	8		Rejected!	
GOBP_REGULATION_OF_CYTOPLASMIC_PATTERN_RECOGNITION_RECEPTOR_SIGNALING_PATHWAY	137	22		
GOBP_REGULATION_OF_CYTOPLASMIC_TRANSLATION	40		Rejected!	
GOBP_REGULATION_OF_CYTOPLASMIC_TRANSLATIONAL_INITIATION	13		Rejected!	
GOBP_REGULATION_OF_CYTOSKELETON_ORGANIZATION	549	81		
GOBP_REGULATION_OF_CYTOSOLIC_CALCIUM_ION_CONCENTRATION	59		Rejected!	
GOBP_REGULATION_OF_DEFENSE_RESPONSE	950	98		
GOBP_REGULATION_OF_DEFENSE_RESPONSE_TO_BACTERIUM	18		Rejected!	
GOBP_REGULATION_OF_DEFENSE_RESPONSE_TO_FUNGUS	7		Rejected!	
GOBP_REGULATION_OF_DEFENSE_RESPONSE_TO_VIRUS	66		Rejected!	
GOBP_REGULATION_OF_DEFENSE_RESPONSE_TO_VIRUS_BY_HOST	44		Rejected!	
GOBP_REGULATION_OF_DELAYED_RECTIFIER_POTASSIUM_CHANNEL_ACTIVITY	7		Rejected!	
GOBP_REGULATION_OF_DENDRITE_DEVELOPMENT	100	16		
GOBP_REGULATION_OF_DENDRITE_EXTENSION	24		Rejected!	
GOBP_REGULATION_OF_DENDRITE_MORPHOGENESIS	65		Rejected!	
GOBP_REGULATION_OF_DENDRITIC_CELL_ANTIGEN_PROCESSING_AND_PRESENTATION	11		Rejected!	
GOBP_REGULATION_OF_DENDRITIC_CELL_CHEMOTAXIS	12		Rejected!	
GOBP_REGULATION_OF_DENDRITIC_CELL_DIFFERENTIATION	16		Rejected!	
GOBP_REGULATION_OF_DENDRITIC_SPINE_DEVELOPMENT	58		Rejected!	
GOBP_REGULATION_OF_DENDRITIC_SPINE_MAINTENANCE	15		Rejected!	
GOBP_REGULATION_OF_DENDRITIC_SPINE_MORPHOGENESIS	46		Rejected!	
GOBP_REGULATION_OF_DEPHOSPHORYLATION	23		Rejected!	
GOBP_REGULATION_OF_DEVELOPMENTAL_GROWTH	325	53		
GOBP_REGULATION_OF_DEVELOPMENT_HETEROCHRONIC	10		Rejected!	
GOBP_REGULATION_OF_DIGESTIVE_SYSTEM_PROCESS	43		Rejected!	
GOBP_REGULATION_OF_DNA_BINDING	42		Rejected!	
GOBP_REGULATION_OF_DNA_BINDING_TRANSCRIPTION_FACTOR_ACTIVITY	176	18		
GOBP_REGULATION_OF_DNA_BIOSYNTHETIC_PROCESS	85		Rejected!	
GOBP_REGULATION_OF_DNA_CATABOLIC_PROCESS	9		Rejected!	
GOBP_REGULATION_OF_DNA_DAMAGE_CHECKPOINT	25		Rejected!	
GOBP_REGULATION_OF_DNA_DAMAGE_RESPONSE_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR	38		Rejected!	
GOBP_REGULATION_OF_DNA_METABOLIC_PROCESS	505	65		
GOBP_REGULATION_OF_DNA_RECOMBINATION	141	18		
GOBP_REGULATION_OF_DNA_REPAIR	240	30		
GOBP_REGULATION_OF_DNA_REPLICATION	127	17		
GOBP_REGULATION_OF_DNA_STABILITY	5		Rejected!	
GOBP_REGULATION_OF_DNA_STRAND_ELONGATION	17		Rejected!	
GOBP_REGULATION_OF_DNA_TEMPLATED_DNA_REPLICATION	51		Rejected!	
GOBP_REGULATION_OF_DNA_TEMPLATED_DNA_REPLICATION_INITIATION	21		Rejected!	
GOBP_REGULATION_OF_DNA_TEMPLATED_TRANSCRIPTION_ELONGATION	107		Rejected!	
GOBP_REGULATION_OF_DNA_TEMPLATED_TRANSCRIPTION_INITIATION	89		Rejected!	
GOBP_REGULATION_OF_DOPAMINERGIC_NEURON_DIFFERENTIATION	8		Rejected!	
GOBP_REGULATION_OF_DOPAMINE_RECEPTOR_SIGNALING_PATHWAY	12		Rejected!	
GOBP_REGULATION_OF_DOUBLE_STRAND_BREAK_REPAIR	149	20		
GOBP_REGULATION_OF_DOUBLE_STRAND_BREAK_REPAIR_VIA_HOMOLOGOUS_RECOMBINATION	82		Rejected!	
GOBP_REGULATION_OF_DOUBLE_STRAND_BREAK_REPAIR_VIA_NONHOMOLOGOUS_END_JOINING	31		Rejected!	
GOBP_REGULATION_OF_D_GLUCOSE_IMPORT	61		Rejected!	
GOBP_REGULATION_OF_D_GLUCOSE_TRANSMEMBRANE_TRANSPORT	81		Rejected!	
GOBP_REGULATION_OF_EARLY_ENDOSOME_TO_LATE_ENDOSOME_TRANSPORT	19		Rejected!	
GOBP_REGULATION_OF_EATING_BEHAVIOR	16		Rejected!	
GOBP_REGULATION_OF_EMBRYONIC_DEVELOPMENT	99		Rejected!	
GOBP_REGULATION_OF_ENAMEL_MINERALIZATION	7		Rejected!	
GOBP_REGULATION_OF_ENDOCRINE_PROCESS	45		Rejected!	
GOBP_REGULATION_OF_ENDOCYTIC_RECYCLING	24		Rejected!	
GOBP_REGULATION_OF_ENDOCYTOSIS	320	42		
GOBP_REGULATION_OF_ENDODERMAL_CELL_DIFFERENTIATION	5		Rejected!	
GOBP_REGULATION_OF_ENDOPEPTIDASE_ACTIVITY	15		Rejected!	
GOBP_REGULATION_OF_ENDOPLASMIC_RETICULUM_STRESS_INDUCED_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY	36		Rejected!	
GOBP_REGULATION_OF_ENDOPLASMIC_RETICULUM_TUBULAR_NETWORK_ORGANIZATION	5		Rejected!	
GOBP_REGULATION_OF_ENDOPLASMIC_RETICULUM_UNFOLDED_PROTEIN_RESPONSE	38		Rejected!	
GOBP_REGULATION_OF_ENDOSOME_ORGANIZATION	5		Rejected!	
GOBP_REGULATION_OF_ENDOSOME_SIZE	11		Rejected!	
GOBP_REGULATION_OF_ENDOSOME_TO_PLASMA_MEMBRANE_PROTEIN_TRANSPORT	6		Rejected!	
GOBP_REGULATION_OF_ENDOTHELIAL_CELL_CHEMOTAXIS	24		Rejected!	
GOBP_REGULATION_OF_ENDOTHELIAL_CELL_DEVELOPMENT	18		Rejected!	
GOBP_REGULATION_OF_ENDOTHELIAL_CELL_DIFFERENTIATION	47		Rejected!	
GOBP_REGULATION_OF_ENDOTHELIAL_CELL_MATRIX_ADHESION	9		Rejected!	
GOBP_REGULATION_OF_ENDOTHELIAL_CELL_MIGRATION	238	33		
GOBP_REGULATION_OF_ENDOTHELIAL_TUBE_MORPHOGENESIS	7		Rejected!	
GOBP_REGULATION_OF_ENTRY_OF_BACTERIUM_INTO_HOST_CELL	7		Rejected!	
GOBP_REGULATION_OF_EOSINOPHIL_MIGRATION	5		Rejected!	
GOBP_REGULATION_OF_EPIDERMIS_DEVELOPMENT	69		Rejected!	
GOBP_REGULATION_OF_EPITHELIAL_CELL_APOPTOTIC_PROCESS	39		Rejected!	
GOBP_REGULATION_OF_EPITHELIAL_CELL_DIFFERENTIATION	169	25		
GOBP_REGULATION_OF_EPITHELIAL_CELL_DIFFERENTIATION_INVOLVED_IN_KIDNEY_DEVELOPMENT	16		Rejected!	
GOBP_REGULATION_OF_EPITHELIAL_CELL_MIGRATION	68	15		
GOBP_REGULATION_OF_EPITHELIAL_CELL_PROLIFERATION	389	53		
GOBP_REGULATION_OF_EPITHELIAL_CELL_PROLIFERATION_INVOLVED_IN_LUNG_MORPHOGENESIS	9		Rejected!	
GOBP_REGULATION_OF_EPITHELIAL_TO_MESENCHYMAL_TRANSITION	122	26		
GOBP_REGULATION_OF_EPITHELIAL_TO_MESENCHYMAL_TRANSITION_INVOLVED_IN_ENDOCARDIAL_CUSHION_FORMATION	6		Rejected!	
GOBP_REGULATION_OF_ERAD_PATHWAY	26		Rejected!	
GOBP_REGULATION_OF_ERBB_SIGNALING_PATHWAY	81	19		
GOBP_REGULATION_OF_ERYTHROCYTE_DIFFERENTIATION	53		Rejected!	
GOBP_REGULATION_OF_ER_TO_GOLGI_VESICLE_MEDIATED_TRANSPORT	21		Rejected!	
GOBP_REGULATION_OF_ESTABLISHMENT_OF_PLANAR_POLARITY	7		Rejected!	
GOBP_REGULATION_OF_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION	541	66		
GOBP_REGULATION_OF_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_CHROMOSOME	7		Rejected!	
GOBP_REGULATION_OF_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_MITOCHONDRION	52		Rejected!	
GOBP_REGULATION_OF_ESTABLISHMENT_OF_T_CELL_POLARITY	6		Rejected!	
GOBP_REGULATION_OF_ESTABLISHMENT_OR_MAINTENANCE_OF_CELL_POLARITY	28		Rejected!	
GOBP_REGULATION_OF_EXCITATORY_SYNAPSE_ASSEMBLY	21		Rejected!	
GOBP_REGULATION_OF_EXCRETION	11		Rejected!	
GOBP_REGULATION_OF_EXECUTION_PHASE_OF_APOPTOSIS	27		Rejected!	
GOBP_REGULATION_OF_EXIT_FROM_MITOSIS	18		Rejected!	
GOBP_REGULATION_OF_EXOCYTOSIS	194	36		
GOBP_REGULATION_OF_EXOSOMAL_SECRETION	19		Rejected!	
GOBP_REGULATION_OF_EXTENT_OF_CELL_GROWTH	99	16		
GOBP_REGULATION_OF_EXTRACELLULAR_MATRIX_ASSEMBLY	23		Rejected!	
GOBP_REGULATION_OF_EXTRACELLULAR_MATRIX_CONSTITUENT_SECRETION	8		Rejected!	
GOBP_REGULATION_OF_EXTRACELLULAR_MATRIX_DISASSEMBLY	27		Rejected!	
GOBP_REGULATION_OF_EXTRACELLULAR_MATRIX_ORGANIZATION	77	17		
GOBP_REGULATION_OF_EXTRINSIC_APOPTOTIC_SIGNALING_PATHWAY	167	26		
GOBP_REGULATION_OF_EXTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_IN_ABSENCE_OF_LIGAND	48		Rejected!	
GOBP_REGULATION_OF_EXTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_VIA_DEATH_DOMAIN_RECEPTORS	49		Rejected!	
GOBP_REGULATION_OF_FAS_SIGNALING_PATHWAY	9		Rejected!	
GOBP_REGULATION_OF_FATTY_ACID_BETA_OXIDATION	18		Rejected!	
GOBP_REGULATION_OF_FATTY_ACID_BIOSYNTHETIC_PROCESS	62		Rejected!	
GOBP_REGULATION_OF_FATTY_ACID_METABOLIC_PROCESS	119	16		
GOBP_REGULATION_OF_FATTY_ACID_OXIDATION	34		Rejected!	
GOBP_REGULATION_OF_FATTY_ACID_TRANSPORT	31		Rejected!	
GOBP_REGULATION_OF_FAT_CELL_DIFFERENTIATION	157	20		
GOBP_REGULATION_OF_FAT_CELL_PROLIFERATION	13		Rejected!	
GOBP_REGULATION_OF_FC_RECEPTOR_MEDIATED_STIMULATORY_SIGNALING_PATHWAY	11		Rejected!	
GOBP_REGULATION_OF_FEAR_RESPONSE	12		Rejected!	
GOBP_REGULATION_OF_FEEDING_BEHAVIOR	35		Rejected!	
GOBP_REGULATION_OF_FEMALE_GONAD_DEVELOPMENT	7		Rejected!	
GOBP_REGULATION_OF_FERTILIZATION	18		Rejected!	
GOBP_REGULATION_OF_FEVER_GENERATION	8		Rejected!	
GOBP_REGULATION_OF_FIBRINOLYSIS	17		Rejected!	
GOBP_REGULATION_OF_FIBROBLAST_GROWTH_FACTOR_RECEPTOR_SIGNALING_PATHWAY	41		Rejected!	
GOBP_REGULATION_OF_FIBROBLAST_MIGRATION	39		Rejected!	
GOBP_REGULATION_OF_FILOPODIUM_ASSEMBLY	47		Rejected!	
GOBP_REGULATION_OF_FLAGELLATED_SPERM_MOTILITY	23		Rejected!	
GOBP_REGULATION_OF_FOCAL_ADHESION_DISASSEMBLY	11		Rejected!	
GOBP_REGULATION_OF_G1_TO_G0_TRANSITION	5		Rejected!	
GOBP_REGULATION_OF_G2_MI_TRANSITION_OF_MEIOTIC_CELL_CYCLE	7		Rejected!	
GOBP_REGULATION_OF_GAMMA_DELTA_T_CELL_ACTIVATION	13		Rejected!	
GOBP_REGULATION_OF_GAMMA_DELTA_T_CELL_DIFFERENTIATION	11		Rejected!	
GOBP_REGULATION_OF_GAP_JUNCTION_ASSEMBLY	10		Rejected!	
GOBP_REGULATION_OF_GASTRIC_ACID_SECRETION	7		Rejected!	
GOBP_REGULATION_OF_GASTRULATION	13		Rejected!	
GOBP_REGULATION_OF_GENERATION_OF_PRECURSOR_METABOLITES_AND_ENERGY	139	20		
GOBP_REGULATION_OF_GENE_SILENCING_BY_REGULATORY_NCRNA	40		Rejected!	
GOBP_REGULATION_OF_GERMINAL_CENTER_FORMATION	8		Rejected!	
GOBP_REGULATION_OF_GERM_CELL_PROLIFERATION	6		Rejected!	
GOBP_REGULATION_OF_GLIAL_CELL_APOPTOTIC_PROCESS	10		Rejected!	
GOBP_REGULATION_OF_GLIAL_CELL_DIFFERENTIATION	75		Rejected!	
GOBP_REGULATION_OF_GLIAL_CELL_MIGRATION	17		Rejected!	
GOBP_REGULATION_OF_GLIAL_CELL_PROLIFERATION	33		Rejected!	
GOBP_REGULATION_OF_GLIOGENESIS	100		Rejected!	
GOBP_REGULATION_OF_GLOMERULAR_FILTRATION	10		Rejected!	
GOBP_REGULATION_OF_GLOMERULUS_DEVELOPMENT	6		Rejected!	
GOBP_REGULATION_OF_GLUCAGON_SECRETION	8		Rejected!	
GOBP_REGULATION_OF_GLUCOCORTICOID_METABOLIC_PROCESS	14		Rejected!	
GOBP_REGULATION_OF_GLUCONEOGENESIS	57		Rejected!	
GOBP_REGULATION_OF_GLUCOSE_METABOLIC_PROCESS	104	17		
GOBP_REGULATION_OF_GLUCOSYLCERAMIDE_CATABOLIC_PROCESS	5		Rejected!	
GOBP_REGULATION_OF_GLUTAMATE_RECEPTOR_CLUSTERING	7		Rejected!	
GOBP_REGULATION_OF_GLUTAMATE_RECEPTOR_SIGNALING_PATHWAY	15		Rejected!	
GOBP_REGULATION_OF_GLUTAMATE_SECRETION	17		Rejected!	
GOBP_REGULATION_OF_GLUTAMATE_SECRETION_NEUROTRANSMISSION	5		Rejected!	
GOBP_REGULATION_OF_GLYCOGEN_BIOSYNTHETIC_PROCESS	32		Rejected!	
GOBP_REGULATION_OF_GLYCOGEN_CATABOLIC_PROCESS	8		Rejected!	
GOBP_REGULATION_OF_GLYCOGEN_METABOLIC_PROCESS	40		Rejected!	
GOBP_REGULATION_OF_GLYCOLYTIC_PROCESS	54		Rejected!	
GOBP_REGULATION_OF_GLYCOPROTEIN_METABOLIC_PROCESS	60		Rejected!	
GOBP_REGULATION_OF_GOLGI_ORGANIZATION	17		Rejected!	
GOBP_REGULATION_OF_GOLGI_TO_PLASMA_MEMBRANE_PROTEIN_TRANSPORT	13		Rejected!	
GOBP_REGULATION_OF_GONADOTROPIN_SECRETION	13		Rejected!	
GOBP_REGULATION_OF_GONAD_DEVELOPMENT	13		Rejected!	
GOBP_REGULATION_OF_GRANULOCYTE_CHEMOTAXIS	53		Rejected!	
GOBP_REGULATION_OF_GRANULOCYTE_DIFFERENTIATION	17		Rejected!	
GOBP_REGULATION_OF_GROWTH	620	90		
GOBP_REGULATION_OF_GROWTH_HORMONE_RECEPTOR_SIGNALING_PATHWAY	8		Rejected!	
GOBP_REGULATION_OF_GROWTH_RATE	6		Rejected!	
GOBP_REGULATION_OF_GTPASE_ACTIVITY	122	23		
GOBP_REGULATION_OF_G_PROTEIN_COUPLED_RECEPTOR_INTERNALIZATION	6		Rejected!	
GOBP_REGULATION_OF_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY	170	22		
GOBP_REGULATION_OF_HAIR_CYCLE	29		Rejected!	
GOBP_REGULATION_OF_HAIR_FOLLICLE_DEVELOPMENT	20		Rejected!	
GOBP_REGULATION_OF_HEART_CONTRACTION	228	33		
GOBP_REGULATION_OF_HEART_GROWTH	72		Rejected!	
GOBP_REGULATION_OF_HEART_MORPHOGENESIS	9		Rejected!	
GOBP_REGULATION_OF_HEART_RATE	112	19		
GOBP_REGULATION_OF_HEART_RATE_BY_CARDIAC_CONDUCTION	43		Rejected!	
GOBP_REGULATION_OF_HEART_RATE_BY_CHEMICAL_SIGNAL	7		Rejected!	
GOBP_REGULATION_OF_HEAT_GENERATION	13		Rejected!	
GOBP_REGULATION_OF_HEMATOPOIETIC_PROGENITOR_CELL_DIFFERENTIATION	39		Rejected!	
GOBP_REGULATION_OF_HEMATOPOIETIC_STEM_CELL_DIFFERENTIATION	17		Rejected!	
